gene_ids,Malignant,MG/Mp,ILC/gdT,CD4,Oligodendrocytes,Treg,CD8,DC,etc.,Neutrophils
ENSG00000105928,0.102303624,0.1288963,0.008462559,0.0016094875,0.016696047,0.024353499,0.0031957787,0.15889218,0.021816365,0.058932837
ENSG00000070882,0.16457546,0.25030807,0.12237604,0.12132436,0.011974138,0.068753004,0.13683036,0.36317825,0.063691534,0.047851115
ENSG00000172115,1.3132119,0.81180507,1.3485582,1.5477252,0.585821,0.9934218,1.3051591,0.30059856,0.7187753,1.8684174
ENSG00000153790,0.003873757,0.018422874,0.026731784,0.0070242574,0.01503789,0.033064023,0.01503403,0.01726039,0.013472505,0.059702102
ENSG00000260951,0.4133957,0.09422333,0.48005652,0.35786936,0.21095964,0.90352595,0.2680931,0.72035533,0.73966414,0.38385087
ENSG00000223561,0.008857084,0.016070139,0.019487962,0.0024056898,0.0014888339,0.16860701,0.003432125,0.21051003,0.04816924,0.04240365
ENSG00000050344,0.024748847,0.020537833,0.063512154,0.051995583,0.012135153,0.14597997,0.06529484,0.17084652,0.02841179,0.029978346
ENSG00000273237,0.0083700055,0.008022933,0.004966558,0.0050747963,0.014349901,0.020440167,0.01913965,0.016782297,0.033034053,0.0093936855
ENSG00000122566,6.907887,4.89175,3.9029608,3.6317346,4.483939,3.8383265,3.2837002,3.7400525,2.0444388,5.4114647
ENSG00000122565,1.3900818,0.47544712,0.40690824,0.5599812,0.46231973,0.96734095,0.470245,0.42731875,0.20429789,0.8897582
ENSG00000086300,0.0067256466,0.17906693,0.08586757,0.090724714,0.031889495,0.10390689,0.0882222,0.23597212,0.15977533,0.8605864
ENSG00000225792,0.117678344,0.00091679447,0.010706868,0.0020880944,0.0010827429,0.12836917,0.0026415924,0.07228701,0.046015244,0.032877937
ENSG00000214870,0.12371709,0.0015471937,0.03151599,0.0027973384,0.0039856806,0.26707473,0.0044368543,0.3873206,0.15670449,0.13204822
ENSG00000005020,0.35591584,0.8259175,0.31899026,0.09416486,0.1332188,0.39040148,0.1268247,1.6032802,0.12151458,0.9431223
ENSG00000105991,0.22638936,0.033417795,0.41899133,0.23764727,0.113102,0.7700272,0.35483965,0.5455488,0.64794666,0.33164218
ENSG00000233429,0.27417898,0.06875693,0.12525906,0.044880487,0.0028658188,0.19472262,0.067362174,0.1566196,0.034819007,0.32690072
ENSG00000105997,0.2883721,0.018317174,0.36802703,0.2306167,0.100814,0.7619628,0.25971016,0.660247,0.5266372,0.39883468
ENSG00000253552,0.09867118,0.0018948351,0.13512993,0.008755818,0.0032847174,0.6480398,0.027531702,0.30462682,0.21838622,0.21361092
ENSG00000197576,0.4100721,0.053408947,0.43462294,0.24775293,0.28968167,0.79618347,0.34644097,0.37176472,0.36682516,0.47314912
ENSG00000106004,0.2303432,0.008142704,0.2459949,0.027964752,0.008857259,0.76590693,0.05837869,0.3685893,0.30822876,0.36946905
ENSG00000106006,0.24910447,0.047825623,0.6479132,0.17869903,0.12623629,0.7217072,0.6172046,0.24413513,0.3388506,0.49268594
ENSG00000122592,0.042960525,0.00060242234,0.0058981813,0.001713396,0.00096390804,0.02187252,0.002921324,0.015629552,0.014121259,0.011112621
ENSG00000078399,0.39681756,0.13081436,0.3048013,0.18421753,0.32037777,0.9713579,0.45688182,0.37555683,0.43709376,0.4924215
ENSG00000253293,0.3991783,0.02139645,0.3460424,0.3199159,0.17126836,0.7739523,0.34608266,0.40142766,0.50408196,0.3846459
ENSG00000106049,0.17907967,0.039256465,0.03208829,0.0273055,0.0785696,0.054116696,0.024359915,0.06493858,0.055474773,0.041710302
ENSG00000106052,1.4743382,0.7299073,1.010887,1.1016146,1.1892586,1.0948273,0.9993401,0.6059319,0.55012774,1.4060293
ENSG00000153814,0.19699425,0.20661394,0.19468924,0.07425511,0.0569964,0.19819309,0.074645735,0.8628698,0.08535784,0.34424242
ENSG00000234336,0.42515564,0.015546673,0.45552534,0.1234321,0.12107785,0.47241804,0.39710468,0.7147288,0.44676763,0.54465336
ENSG00000146592,1.492183,0.054251764,0.008718783,0.0028553659,1.9678127,0.19109002,0.02341674,0.1974161,0.03520849,0.5988654
ENSG00000255690,0.16765136,0.0006579742,0.0057337806,0.0016593093,0.004689937,0.033527277,0.002078312,0.017805938,0.016553322,0.010914078
ENSG00000272568,0.027678387,0.008125021,0.00753059,0.0018459075,0.0011173696,0.063062795,0.0030691782,0.08214986,0.02234231,0.015339035
ENSG00000106066,0.10839717,0.7031271,0.03852259,0.0033014002,0.02962997,0.026931917,0.030401686,0.6209924,0.020588186,0.6240185
ENSG00000229452,0.4304766,0.06508707,0.36026296,0.3317854,0.18516143,0.49475372,0.51859134,0.37943366,0.34452498,0.5608003
ENSG00000285162,0.19411878,0.0035057038,0.21103823,0.020601794,0.0108476635,0.44892865,0.052759968,0.4665607,0.28243682,0.5078147
ENSG00000106069,0.011049344,0.05850222,0.029977117,0.003491931,0.08445109,0.017312247,0.022716679,0.12575798,0.021989815,0.0110370945
ENSG00000235669,0.0031174808,0.0014214944,0.007422949,0.0017550596,0.001999126,0.018899502,0.0023699515,0.049961,0.016267244,0.00974614
ENSG00000223813,0.03372929,0.0032095842,0.037335034,0.0055505913,0.0031747196,0.44151255,0.007499327,0.29215246,0.11092542,0.13102615
ENSG00000176532,0.3440408,0.013385201,0.3503973,0.06306555,0.011676665,0.40936005,0.09354915,0.5256999,0.3293407,0.4849414
ENSG00000122574,0.200851,0.05415661,0.236263,0.011734652,0.0027105913,0.051364433,0.005903975,0.24898016,0.061952848,0.012057296
ENSG00000136193,0.46471927,0.061374307,0.02419101,0.0037176486,0.40289938,0.03784544,0.0027301193,0.093684345,0.04180951,0.02684864
ENSG00000227014,0.0355552,0.005057859,0.05038693,0.003210872,0.003141169,0.3460126,0.0061543686,0.3100592,0.13717353,0.12285426
ENSG00000106080,0.13137576,0.039300907,0.014816352,0.014726415,0.0510302,0.052238654,0.0053253523,0.08178796,0.043961406,0.0245676
ENSG00000106086,0.27829674,0.020160368,0.03186678,0.014672098,0.034351356,0.05380477,0.033608697,0.13599645,0.09880211,0.035005067
ENSG00000231519,0.27284455,0.044387497,0.37201828,0.31869623,0.25828713,0.6874038,0.682679,0.4193106,0.31153947,0.44080487
ENSG00000180354,0.07778053,0.07867264,0.012718069,0.032074567,0.9577634,0.040931307,0.0503751,0.13082923,0.021169364,0.029223973
ENSG00000180233,0.036991384,0.16037853,0.042242903,0.040862434,0.05980419,0.13577099,0.065850236,0.43303546,0.076168075,0.16797803
ENSG00000281593,0.0058719646,0.004086174,0.016359445,0.0025047052,0.0027098213,0.022422459,0.00551279,0.17909439,0.016994536,0.028342603
ENSG00000281404,0.012353585,0.010700131,0.007422889,0.003256959,0.0037259466,0.047901113,0.0026834775,0.08047705,0.03876643,0.044916026
ENSG00000106100,0.027028793,0.015529609,0.02593472,0.023603102,0.00417729,0.020994842,0.01063337,0.04795884,0.018108977,0.010494997
ENSG00000272638,0.17848736,0.008587991,0.27514943,0.028118942,0.010758965,0.54370093,0.046358123,0.38551533,0.32968014,0.35995784
ENSG00000006625,0.22870024,0.08350072,0.06364583,0.056384817,0.06900574,0.07772734,0.03279776,0.03495848,0.01570741,0.09050339
ENSG00000281039,0.026669601,0.002835735,0.008162985,0.005924959,0.0019109797,0.040543195,0.0053304024,0.114116155,0.024227679,0.019487405
ENSG00000264520,0.21180293,0.0044504465,0.27842993,0.033541504,0.020333612,0.40940753,0.07405482,0.53585964,0.35144308,0.4988061
ENSG00000106105,0.4476544,0.11599752,0.1281396,0.12114415,0.14009231,0.17118864,0.12765253,0.09698921,0.05489679,0.25297576
ENSG00000106125,0.022439407,0.00062870304,0.008916299,0.003059013,0.0017188869,0.05511086,0.004996441,0.013604507,0.015448894,0.008002037
ENSG00000240583,0.1925205,0.02990394,0.45119712,0.20316967,0.13822392,0.76240814,0.24992235,0.716082,0.82842046,0.4592263
ENSG00000078549,0.08039081,0.000797021,0.0086050825,0.0018621825,0.0011738503,0.07800994,0.0030376138,0.046373475,0.03427152,0.019809268
ENSG00000180347,0.55496734,0.111853026,0.5236537,0.32287374,0.36313945,0.79910946,0.38266325,0.7406286,0.6037468,0.5146178
ENSG00000154678,0.33941492,0.0010747274,0.009889224,0.0034885341,1.1517979,0.081350096,0.0037293043,0.30899015,0.020155717,0.025167167
ENSG00000106355,0.53738153,0.12397886,0.20172085,0.21048734,0.16853495,0.25613806,0.17372902,0.034209043,0.028891008,0.22752391
ENSG00000105778,0.21529901,0.06500021,0.04654565,0.032473277,0.10235385,0.06576642,0.051402446,0.30930826,0.073727675,0.16272248
ENSG00000273014,0.026492313,0.001829609,0.0053099366,0.0017133176,0.003735659,0.024817288,0.0037075933,0.016727105,0.015543613,0.010026887
ENSG00000281332,0.039649174,0.0017825961,0.0072604804,0.0017950567,0.0060468903,0.04821807,0.0023485457,0.027603416,0.025617104,0.014921693
ENSG00000272905,0.30558237,0.008514678,0.5168177,0.14799257,0.0615786,0.835994,0.21036577,0.5145382,0.52047724,0.37534097
ENSG00000170852,0.40733448,0.15869704,0.20577191,0.16026928,0.18670085,0.2440292,0.15185137,0.15081827,0.20310104,0.22103414
ENSG00000122642,0.46956992,0.012179805,0.005779329,0.0023182046,0.03280835,0.106484674,0.002314549,0.022713413,0.021306546,0.012022249
ENSG00000122643,0.5348118,0.093319885,0.23824377,0.35396227,0.15922347,0.9504823,0.3666734,0.075102754,0.1045398,0.113193065
ENSG00000164610,0.28117988,0.044085898,0.046897504,0.04452262,0.07141768,0.12938839,0.04292812,0.094951905,0.026693422,0.016331432
ENSG00000122507,0.17562343,0.02409362,0.028610012,0.02657287,0.15517852,0.035033174,0.021094184,0.25297248,0.05256978,0.050741907
ENSG00000164619,0.19191512,0.003108545,0.24964051,0.026543977,0.012150002,0.71926117,0.04696968,0.4889837,0.31028417,0.3292149
ENSG00000187258,0.3077455,0.03752358,0.5435818,0.20877239,0.11458329,0.5490328,0.14905304,0.5491237,0.56966823,0.73930645
ENSG00000173852,0.2858237,0.023196198,0.035689227,0.016155694,0.12399363,0.13264549,0.03308379,0.1099427,0.035842847,0.07261858
ENSG00000164532,0.4249415,0.19281568,0.40624654,0.4611769,0.32714516,0.37180698,0.36432803,0.58964014,0.5106665,0.66383016
ENSG00000122557,0.19677037,0.098790124,0.6233064,0.7025904,0.13439776,0.31994867,0.73441505,0.10939632,0.20112184,0.2106672
ENSG00000271122,0.05453494,0.007997492,0.011174883,0.008715441,0.07203594,0.02575222,0.006716278,0.016536376,0.016284449,0.009939878
ENSG00000227544,0.007706619,0.0010193074,0.005161957,0.0021257007,0.8340228,0.01782362,0.0019400202,0.050898198,0.014025854,0.013046297
ENSG00000228878,0.033280164,0.0035736249,0.006135671,0.0019023063,0.036736496,0.037020087,0.010591736,0.02167745,0.020128103,0.021366458
ENSG00000122545,3.984703,0.8436983,2.1176019,1.6561145,8.49339,1.145987,1.8919221,0.74147266,0.5614377,1.1993074
ENSG00000122547,0.039252605,0.219342,0.031089114,0.019163167,0.13890979,0.026178898,0.010226931,0.19306427,0.025122128,0.06988661
ENSG00000229679,0.47972605,0.03083294,0.50920844,0.21382757,0.1364643,0.47610784,0.2872657,0.51837224,0.7482158,0.68246907
ENSG00000164542,0.11076985,0.001581336,0.020092258,0.0047621625,0.08305707,0.022598084,0.004281893,0.02325501,0.023276227,0.009119395
ENSG00000011426,0.013971817,0.00540524,0.005774623,0.0034427051,1.9554585,0.026864506,0.0030305882,0.5221182,0.018088475,0.021010403
ENSG00000237400,0.50866723,0.0036877021,0.44957417,0.07694573,0.022414714,0.46050146,0.15839767,0.41176042,0.33529407,0.3318529
ENSG00000136250,0.009835946,0.24329965,0.8416388,0.13016963,0.030886386,0.021681355,0.508452,0.6277863,0.07410302,0.510242
ENSG00000272984,0.3302562,0.049582545,0.3169188,0.22728771,0.18839988,0.551407,0.55372596,0.68822694,0.33822766,1.0165975
ENSG00000229424,0.38523325,0.020997394,0.41868627,0.16704102,0.09283734,0.4770229,0.40633038,0.5649382,0.5196545,0.54997057
ENSG00000235728,0.38625053,0.01127811,0.46589145,0.15178673,0.070373476,0.4376356,0.30517757,0.46511826,0.48698285,0.596122
ENSG00000155849,0.11871886,0.76584643,0.23492788,0.21970406,1.0472859,0.12774315,0.13373786,2.4660997,0.25762653,0.18881835
ENSG00000224101,0.0040452215,0.013173937,0.010623454,0.0019977803,0.008242754,0.022521177,0.0045400616,0.09822088,0.014756709,0.00970649
ENSG00000187037,0.0025766832,0.006996005,0.020136593,0.0018970966,0.0014710835,0.016441358,0.0053755096,0.011534217,0.025084503,0.15079692
ENSG00000086289,0.09769668,0.002841226,0.009202319,0.0023692863,0.022910058,0.03531522,0.0022243122,0.02192208,0.01983521,0.02112601
ENSG00000086288,0.0070826,0.0095488485,0.03388031,0.0026655484,0.005396506,0.09556475,0.004529752,0.07859245,0.058008686,0.06611938
ENSG00000106483,0.17291726,0.0010386355,0.007997257,0.0019107349,0.025322124,0.09640002,0.0027578596,0.05094242,0.032654334,0.021689944
ENSG00000010270,0.2135928,0.12207187,0.23956887,0.08664495,0.18023537,0.16173983,0.11073239,0.12052321,0.026008349,0.3089097
ENSG00000227191,0.018944848,0.06859364,0.09089781,0.1342101,0.0018910259,0.103442684,0.5018998,0.047312755,0.15411583,0.020305559
ENSG00000211689,0.0050825253,0.010451261,0.18235044,0.037195113,0.0012406661,0.047717866,0.15629286,0.0323759,0.07524895,0.01744672
ENSG00000211694,0.006294389,0.0033462977,0.037533596,0.030192297,0.0012978396,0.115574695,0.058485296,0.06879176,0.040396884,0.026987081
ENSG00000211695,0.004588844,0.0030251902,0.06591004,0.010914075,0.0010798516,0.05162728,0.0576634,0.029524412,0.027035454,0.012931092
ENSG00000272908,0.0033446492,0.0038292313,0.04370766,0.0027739273,0.0010303955,0.030472342,0.0067647374,0.019889284,0.022948204,0.013249696
ENSG00000211696,0.4258157,0.0028624027,0.25633642,0.021453768,0.010518074,0.38880756,0.10177795,0.59201586,0.5521649,0.5071938
ENSG00000249978,0.25552726,0.005607401,0.2823588,0.047827125,0.0136635555,0.4438034,0.0876462,0.48856857,0.29785734,0.27518162
ENSG00000281103,0.0051617334,0.028524788,0.24521296,0.10787803,0.0049166023,0.028563054,0.3509116,0.05492009,0.04840507,0.17147818
ENSG00000211697,0.24687102,0.0036497284,0.24340664,0.046011563,0.016820941,0.5039928,0.07749307,0.5117425,0.45496044,0.29494905
ENSG00000211698,0.21732327,0.0042808508,0.21431543,0.014786607,0.0035136798,0.61455095,0.0791083,0.3790028,0.3951745,0.25147888
ENSG00000211699,0.018294726,0.0013632479,0.033544894,0.010496803,0.0023923228,0.36059964,0.018322011,0.24644594,0.13168684,0.09517181
ENSG00000233306,0.4033123,0.009009131,0.3615103,0.2659284,0.097594075,0.82747304,0.18281384,0.43826234,0.39369622,0.4139046
ENSG00000078053,0.06794409,0.00087378593,0.0073458212,0.0016825156,0.0013723372,0.02767577,0.0072909803,0.017515033,0.01546375,0.17431279
ENSG00000006715,0.37667623,0.16802849,0.08085754,0.06967307,0.3399272,0.09236308,0.07845696,0.29800305,0.023177503,0.24778266
ENSG00000106536,0.018417938,0.0023080222,0.029958451,0.0044197794,0.0026036857,0.2883127,0.0070300745,0.2113065,0.11770099,0.08180865
ENSG00000227172,0.49907804,0.0547185,0.43055654,0.48109525,0.2010758,0.81350565,0.36722696,0.6641353,0.49642497,0.5576787
ENSG00000241127,0.14430967,0.018441608,0.01543874,0.006242857,0.05907729,0.023739545,0.01026889,0.07781362,0.013215361,0.0089367395
ENSG00000006451,0.50042653,0.08343195,0.12496223,0.35496327,0.45851988,0.09317351,0.2812796,0.055915006,0.3280933,0.18761621
ENSG00000188185,0.035994668,0.008186123,0.009629024,0.0061228494,0.012785986,0.01899457,0.015388096,0.04316688,0.015458821,0.036350366
ENSG00000259826,0.0032354514,0.008159119,0.0057206806,0.004842175,0.0090693645,0.021692244,0.008961794,0.04448993,0.017232677,0.024201894
ENSG00000065883,0.60584694,0.23529604,0.23201689,0.3006086,0.3958606,0.39736784,0.20425995,0.46722323,0.3020583,0.2600617
ENSG00000168303,0.47888243,0.120114625,0.10974594,0.12771502,0.24646518,0.20835106,0.09786598,0.07914361,0.11469291,0.19537045
ENSG00000175600,0.1139764,0.0023661682,0.010880231,0.0019183282,0.011220411,0.074859284,0.0030636564,0.10332269,0.055813927,0.03345019
ENSG00000203446,0.52855676,0.017516023,0.37767145,0.19024365,0.100854196,0.8579099,0.32031015,0.33216584,0.67031604,0.5760103
ENSG00000122641,0.03458988,0.37951896,0.024378592,0.0037785182,0.13925232,0.1683721,0.006797461,0.19617572,0.05640624,0.089308575
ENSG00000224116,0.0035846594,0.01434359,0.01142897,0.0030824933,0.002867055,0.029688736,0.004959033,0.08929518,0.020057078,0.020257555
ENSG00000106571,0.11990945,0.0007256773,0.0046365755,0.001788971,0.005285882,0.025959732,0.002768645,0.025734717,0.014300536,0.010821457
ENSG00000261019,0.27202788,0.017447986,0.5532889,0.15342227,0.09042499,0.68241155,0.25458556,0.7817125,0.37546828,0.37157542
ENSG00000136197,0.2180669,0.003020738,0.25235412,0.026904684,0.021079076,0.7659203,0.053362265,0.394066,0.22943611,0.24850309
ENSG00000256646,0.60949546,0.033938758,0.48468572,0.27868152,0.14713462,0.65539575,0.24791197,0.5190075,0.4171259,0.45725065
ENSG00000106588,0.26075947,0.10078662,0.06629474,0.11110393,0.18426424,0.23608983,0.09282363,0.04063371,0.041589018,0.19034025
ENSG00000106591,0.29318312,0.11926352,0.09601203,0.11652946,0.1055417,0.19330025,0.09456295,0.050449993,0.032757565,0.0881516
ENSG00000002746,0.12325048,0.0015071268,0.0071241017,0.0027357724,0.0010178362,0.05606049,0.0036100235,0.026938284,0.048644513,0.015234758
ENSG00000164543,0.64315885,0.32390308,1.9033973,2.3579805,0.04345435,0.9052418,1.9140867,0.33660808,0.70340866,0.4549672
ENSG00000106603,0.42874885,0.18195729,0.2576169,0.17071949,0.1656398,0.20437592,0.17157495,0.2799339,0.16977508,0.10852431
ENSG00000106605,0.27393487,0.01969357,0.019123072,0.05426514,0.009295378,0.029628828,0.04157096,0.013461563,0.0137983635,0.30346295
ENSG00000062582,0.040667098,0.0068495814,0.022347162,0.0048513645,0.0065158564,0.28057954,0.010514559,0.19497363,0.07607339,0.07809702
ENSG00000106608,0.11887092,0.020339308,0.012487835,0.013901087,0.041996364,0.029711675,0.013922089,0.052133165,0.034631714,0.0158442
ENSG00000078967,0.21245958,0.04414763,0.018324757,0.025270779,0.0581359,0.061524346,0.024390861,0.06472354,0.025040872,0.021872409
ENSG00000136206,0.0055613774,0.0010246068,0.007764936,0.0047965,0.0015937471,0.02538033,0.003937122,0.0556529,0.0166469,0.011971878
ENSG00000228434,0.062396985,0.023490656,0.021780467,0.01288474,0.031559706,0.029191196,0.020781232,0.053828094,0.021673754,0.029990941
ENSG00000235314,0.007929766,0.0062977104,0.0046708942,0.00371306,0.039549574,0.016915176,0.0028713627,0.022580119,0.012145334,0.019978084
ENSG00000136279,0.25916672,0.30895084,0.10552264,0.14628597,0.19159935,0.17471983,0.15497467,0.32507536,0.04634947,0.57037586
ENSG00000164708,0.40104744,0.10420162,0.2261626,0.25994027,0.26845014,0.8420691,0.4644402,0.4317534,0.3724729,0.4608983
ENSG00000122678,0.07695951,0.045666154,0.062308293,0.04084422,0.022549503,0.031193333,0.053146455,0.028534843,0.023982586,0.03883499
ENSG00000106624,0.13389817,0.00057438115,0.016103443,0.0017665642,0.0012613,0.025800562,0.0019611141,0.012985327,0.024768077,0.010134403
ENSG00000106628,0.34686914,0.034493487,0.049006354,0.04014141,0.20716882,0.062107,0.04112357,0.02266777,0.013779277,0.013011486
ENSG00000106636,0.24352168,0.07688603,0.040237654,0.0369708,0.08191191,0.034992225,0.04787164,0.08686534,0.030945586,0.03785721
ENSG00000058404,0.19578739,0.0049816007,0.0057806503,0.0017521358,0.0019902403,0.035044428,0.0019169429,0.034574583,0.016759902,0.011624534
ENSG00000015676,0.2821986,0.081639774,0.071183376,0.084333725,0.18987396,0.11008818,0.08234991,0.13795055,0.03273383,0.016896823
ENSG00000015520,0.49352956,0.08764028,0.43124524,0.36241323,0.23266773,0.5319465,0.22287454,0.3137278,0.52345586,0.63653475
ENSG00000136271,0.19766116,0.056728642,0.054576438,0.040662076,0.08961117,0.07165928,0.046382815,0.07217959,0.018096453,0.046244398
ENSG00000158604,0.7836166,0.22276492,0.34715226,0.32717565,0.4718752,0.14145927,0.26665044,0.12474213,0.17119598,0.20414206
ENSG00000105953,0.179515,0.07785645,0.03610723,0.10122598,0.14101692,0.1232995,0.07479638,0.06989055,0.054887783,0.32330865
ENSG00000122515,0.13551301,0.03761065,0.02223731,0.013615155,0.12440459,0.020997418,0.015677135,0.031296138,0.03833667,0.12782143
ENSG00000196262,5.6971054,2.322484,2.1352289,2.6189969,2.5836732,1.8308349,2.2559502,0.6629008,0.9345641,3.5511558
ENSG00000105968,0.9557618,0.2945643,0.6194087,0.7121558,0.6029538,0.5599576,0.5526736,0.12025546,0.23676641,0.42876422
ENSG00000234183,0.020216592,0.0018944873,0.029488692,0.0077157575,0.005438705,0.32320374,0.005677717,0.18801193,0.18846133,0.11009584
ENSG00000146676,0.43768468,0.15421551,0.08206411,0.08457947,0.27840984,0.11716471,0.0693689,0.15730602,0.061777174,0.5802267
ENSG00000272768,0.004171487,0.05005322,0.018852329,0.018644175,0.011378347,0.034660637,0.022442393,0.025867896,0.017586982,0.03530953
ENSG00000136286,0.0074508917,0.017304938,0.11348671,0.15899226,0.001823232,0.11904683,0.13842183,0.020227998,0.06741621,1.0046967
ENSG00000232956,0.12326384,0.19916734,0.31136882,0.34760022,0.0855404,0.44280735,0.19651334,0.022118868,0.13334888,0.30623478
ENSG00000136280,0.20810576,0.09391542,0.16105255,0.11639933,0.12931046,0.29981324,0.10121315,0.24112214,0.054421075,0.16638376
ENSG00000136274,0.061894383,0.0007147501,0.0050078714,0.0023071622,0.6258632,0.01843675,0.0020624476,0.033715583,0.014970153,0.01555575
ENSG00000136270,0.10849771,0.041918952,0.050394926,0.04000494,0.09909488,0.019688161,0.042373925,0.027360823,0.02102118,0.061821077
ENSG00000164742,0.10256643,0.0017606694,0.008256803,0.0021350393,0.0033450786,0.060812082,0.0025418769,0.037912946,0.041871678,0.015532344
ENSG00000146674,0.18389763,0.0021564574,0.05918902,0.021773867,0.00214815,0.4450314,0.02548164,0.23660149,0.259679,0.18028079
ENSG00000237471,0.6586653,0.09813687,0.6049106,0.3684332,0.22018018,0.41041276,0.40818775,0.47984582,0.5507884,0.46395177
ENSG00000229628,0.4063387,0.017755697,0.47353187,0.100977786,0.023055924,0.80373114,0.1428889,0.3680724,0.41735554,0.34037092
ENSG00000136205,0.05823423,0.30733666,0.05710645,0.002931936,0.01671729,0.023219256,0.0109518515,0.70970494,0.13974047,0.21147259
ENSG00000236078,0.6228025,0.03959559,0.28764802,0.3063115,0.17055197,0.78787965,0.34166658,0.64857614,0.57227916,0.41042244
ENSG00000221845,0.6562074,0.023226859,0.5291485,0.20885918,0.15990242,0.75770426,0.41535667,0.51505834,0.4252501,0.44538972
ENSG00000136273,0.14591208,0.13421763,0.12476527,0.1380975,0.07590455,0.089277185,0.09021073,0.11844145,0.07247853,0.2629616
ENSG00000158683,0.07698287,0.0023586773,0.14243795,0.0074967095,0.008470796,0.41672567,0.0121263,0.30281317,0.23969989,0.27784762
ENSG00000164744,0.22008407,0.011214629,0.41083345,0.07119543,0.038100824,0.65388626,0.14753902,0.3155047,0.39836675,0.41433924
ENSG00000164746,0.2951943,0.005493173,0.45983157,0.07825232,0.03203796,0.7328765,0.112585515,0.5822203,0.35273942,0.37841895
ENSG00000183696,0.09098618,0.2441902,0.28978562,0.62187225,0.027931953,0.60030127,0.31820375,0.077414274,0.21928859,3.1141312
ENSG00000179869,0.4015844,0.034264944,0.47710124,0.23528199,0.35726064,0.6686564,0.37580058,0.66813076,0.35388476,0.5058448
ENSG00000188730,0.37205,0.11844723,0.52255857,0.41411388,0.37946868,0.8258704,0.50720537,0.6945561,0.4830023,0.6727499
ENSG00000164500,0.4412192,0.029786829,0.3947526,0.27357647,0.13493979,0.47856578,0.43139765,0.86352503,0.53127027,0.6143169
ENSG00000228005,0.30144674,0.081380725,0.343553,0.41823924,0.27131325,0.36730632,0.19954816,0.63661325,0.7247729,0.5845506
ENSG00000185811,0.023924734,0.6647989,0.90757436,0.92073023,0.0208474,0.60205054,0.8624146,0.89439464,0.20263949,0.2937864
ENSG00000285165,0.20727079,0.0032143372,0.1866233,0.02148992,0.0059409607,0.69228065,0.042716045,0.5344784,0.25912875,0.3736894
ENSG00000132436,0.09858454,0.008609117,0.019755512,0.014757748,0.03908745,0.03865873,0.012069714,0.017075203,0.017866135,0.010809176
ENSG00000106070,0.360625,0.00081654213,0.006203196,0.0018142677,0.13312207,0.04982909,0.003655598,0.02646327,0.052195422,0.040816203
ENSG00000228204,0.4612738,0.023045573,0.41479984,0.2322828,0.09462706,0.6892309,0.2639951,0.58685935,0.66395557,0.49514195
ENSG00000106078,0.6433164,0.00075165776,0.005438189,0.00232896,1.1619586,0.09311586,0.0038151536,0.102028444,0.016657649,0.0153106
ENSG00000231427,0.0037868023,0.000583787,0.0055202176,0.0018698231,0.05443294,0.022866849,0.0021409872,0.020097068,0.019408248,0.010700977
ENSG00000132432,8.405012,0.29214564,0.5218959,0.7524898,0.47681478,1.4099417,0.5513786,0.08481392,0.29024178,1.0567434
ENSG00000234707,0.09222106,0.001019276,0.016140513,0.0024436498,0.0055261846,0.18731181,0.0046092407,0.14009291,0.06688882,0.048005197
ENSG00000146648,0.109122865,0.0029122739,0.05879985,0.012807178,0.0042640143,4.00391,0.01680241,0.21008454,0.14417428,0.118901126
ENSG00000224057,0.034527183,0.0006544464,0.005629978,0.0019364824,0.0010103574,0.025442505,0.0020958357,0.016092287,0.01789225,0.010094369
ENSG00000280890,0.2299085,0.003420744,0.27796185,0.039985575,0.013989894,0.6478455,0.039428543,0.30883846,0.41708708,0.300537
ENSG00000132434,0.8376391,0.032213643,0.014906263,0.011139315,0.14541072,0.31723306,0.0063944017,0.04203453,0.018788276,0.037887253
ENSG00000154978,1.7011037,0.24703225,0.11344682,0.10488751,0.062140655,0.44925132,0.07624809,0.26300335,0.052028503,0.10606338
ENSG00000223475,0.27816907,0.01811973,0.3149329,0.16037017,0.02622113,0.7609243,0.1990365,0.5306699,0.3547593,0.45657864
ENSG00000154997,0.08776815,0.0022270442,0.021993084,0.0039666193,0.004022232,2.1612086,0.0047122356,0.16062059,0.08977898,0.04560296
ENSG00000249773,0.16643254,0.0008144438,0.019725796,0.0028139371,0.0054647014,0.2928015,0.0036838192,0.15894803,0.078380525,0.064102836
ENSG00000178665,0.2135474,0.016604118,0.007735716,0.010529818,0.05235208,0.03876833,0.0046763862,0.029519184,0.029343303,0.030585483
ENSG00000146729,1.5181669,0.1775263,0.10995859,0.08860623,0.20228252,0.24552245,0.06650597,0.11842947,0.03885174,0.37785196
ENSG00000239789,0.24168643,0.006744181,0.015114999,0.012812006,0.022739483,0.0658301,0.0045528407,0.047895044,0.022472585,0.013107788
ENSG00000146733,0.40718615,0.0087309405,0.016435435,0.010972712,0.046618775,0.083360806,0.010808229,0.05374289,0.017012915,0.0280205
ENSG00000146731,3.1907566,0.4443219,0.2930106,0.40417746,0.37637892,0.651246,0.32452855,0.24637985,0.2662273,0.5455666
ENSG00000129103,0.81036544,0.20453997,0.14217527,0.22797887,0.16506918,0.41177237,0.17849666,0.199942,0.08289335,0.24727222
ENSG00000164776,0.15729986,0.040873375,0.03300387,0.05162594,0.038468618,0.09658083,0.031706408,0.06866589,0.030766768,0.05549238
