gene_ids,Malignant,MG/Mp,ILC/gdT,CD4,Oligodendrocytes,Treg,CD8,DC,etc.,Neutrophils
ENSG00000143578,0.030505713,0.00893818,0.041167982,0.0041528866,0.013458944,0.058408637,0.0057056258,0.034134675,0.020588838,0.02036264
ENSG00000143543,0.5748539,0.36164492,0.4330112,0.5151588,0.3888951,0.6101254,0.42826995,0.17109503,0.23378085,0.780082
ENSG00000272654,0.31550157,0.0040489146,0.2934523,0.028163556,0.01929515,0.6382011,0.09156063,0.5815504,0.421757,0.46150497
ENSG00000143545,0.44099945,0.1915729,0.009527222,0.0031942457,0.01246482,0.04328994,0.013194906,0.077432595,0.02919667,0.31868324
ENSG00000177954,9.28337,8.380211,17.285408,28.048967,3.175423,16.994265,22.929499,2.618671,10.694019,14.866956
ENSG00000143552,0.015314668,0.003998194,0.032801982,0.0045054895,0.0028517602,0.052450888,0.009365271,0.21423742,0.02867257,0.019321626
ENSG00000143549,0.94487184,2.4450538,1.3165,1.7916954,0.5320081,1.51448,1.6095474,1.3434391,0.9658677,4.36088
ENSG00000163263,0.15999766,0.005708802,0.214128,0.028109701,0.015228733,0.440099,0.049345016,0.4566025,0.48437765,0.31343946
ENSG00000143612,0.5451615,0.27541915,0.12137174,0.21818425,0.61154586,0.37898818,0.17836137,0.12527937,0.08716977,0.5707744
ENSG00000143569,0.21722385,0.17522272,0.069136545,0.077504106,0.15320708,0.11590838,0.08932071,0.13575484,0.032125946,0.19137138
ENSG00000143575,0.24974135,0.17922656,0.20351763,0.23934944,0.19722503,0.22766106,0.1730382,0.04042729,0.05449271,0.21379212
ENSG00000143515,0.06959415,0.011413368,0.06478436,0.101474024,0.01478098,0.09172874,0.10829247,0.021536427,0.06416028,0.008967262
ENSG00000228013,0.0048656957,0.06753275,0.008025793,0.0062291697,0.015251977,0.05190087,0.0026130977,0.08532462,0.029910393,0.038480934
ENSG00000160712,0.013955294,0.5153468,0.029621154,0.027462231,0.027766159,0.16332656,0.045949508,0.8047358,0.026927974,1.0107906
ENSG00000169291,0.059214458,0.0047661047,0.051103726,0.0069022565,0.0073926575,0.61551267,0.0074950457,0.34384415,0.21939644,0.22148204
ENSG00000273110,0.28963006,0.011946829,0.5230701,0.0852602,0.030499125,0.5611116,0.11861977,0.58068645,0.38241455,0.53268075
ENSG00000163239,0.66932815,0.02483876,0.42780846,0.30081806,0.067286395,0.8161341,0.17429255,0.72619253,0.61100125,0.6512349
ENSG00000160714,0.1021543,0.048702765,0.06947051,0.046862766,0.085883364,0.0697418,0.062431436,0.03624285,0.049857274,0.14085719
ENSG00000160716,0.2878391,0.017489295,0.7838869,0.34153754,0.09311462,0.8715781,0.20021269,0.6642879,0.7733505,0.23754072
ENSG00000160710,0.4780449,0.3176191,0.3044017,0.25073057,0.36600825,0.6009253,0.2957228,0.28531924,0.057418372,0.37963998
ENSG00000143603,0.053439703,0.0022438895,0.008638519,0.003813647,0.03051488,0.058830503,0.0029083616,0.035897132,0.08625004,0.018825667
ENSG00000163344,0.1679429,0.08080841,0.05893879,0.09616148,0.21517392,0.05356192,0.1182096,0.14039192,0.033975795,0.075377226
ENSG00000270361,0.0051896526,0.010322806,0.078449875,0.015713312,0.032406967,0.070040174,0.041599292,0.06413449,0.043645043,0.015038824
ENSG00000163346,0.17425542,0.061266575,0.20759822,0.8078411,0.03318741,1.5755938,0.57133275,0.040769856,0.17303884,0.049671464
ENSG00000163348,0.041611444,0.01187656,0.013250124,0.030050531,0.04956854,0.059987582,0.023994332,0.019450052,0.034171488,0.014592056
ENSG00000271380,0.023741039,0.0035878336,0.01903721,0.011930377,0.014267867,0.2320814,0.011095162,0.13596931,0.069777496,0.06548444
ENSG00000160691,0.09503998,0.061666347,0.038915705,0.04232862,0.011046598,0.033862863,0.017924981,0.091837555,0.0698396,0.09677427
ENSG00000173207,0.15213436,0.04161995,0.0543142,0.032856774,0.06389843,0.054219536,0.02714681,0.03177347,0.037926264,0.057230856
ENSG00000160688,0.12462811,0.03932905,0.02727903,0.028562227,0.0519093,0.019708134,0.050835997,0.053684104,0.03509136,0.032648936
ENSG00000160685,0.0137072895,0.045514334,0.022681072,0.016561033,0.055704065,0.06452877,0.018023243,0.037110955,0.021526415,0.09344251
ENSG00000163354,0.11585507,0.0028439197,0.18571135,0.028563427,0.008566963,0.792326,0.051865183,0.42691728,0.41301847,0.33167607
ENSG00000232093,0.432117,0.018174669,0.37217858,0.17190495,0.10213621,0.67979074,0.24909651,0.7685567,0.39637265,0.37126508
ENSG00000143537,0.03285838,0.022062166,0.012416847,0.01718839,0.19673309,0.015818946,0.00572469,0.02048495,0.019486047,0.08803685
ENSG00000243364,0.02694538,0.013117094,0.013859934,0.0043232944,0.0018422379,0.031117119,0.015822945,0.02251568,0.03141715,0.012150706
ENSG00000143590,0.032977395,0.0031188175,0.020122504,0.00681801,0.0047564693,0.04601525,0.0052168444,0.024471471,0.048060607,0.014104632
ENSG00000169242,0.094822295,0.0007598607,0.0054089692,0.0018372465,0.82776433,0.024914687,0.0021149432,0.051182766,0.013846951,0.013589457
ENSG00000169241,0.053163983,0.07323094,0.049037647,0.04388544,0.024046287,0.041327264,0.033812102,0.088765785,0.05459676,0.081537455
ENSG00000179085,0.3200138,0.09958812,0.11603683,0.13930431,0.14512278,0.20453118,0.1118071,0.065574765,0.10015901,0.24314779
ENSG00000163463,0.37405282,0.18507022,0.17188261,0.22952399,0.23077758,0.33294433,0.21525551,0.1312256,0.23167814,0.23041755
ENSG00000273088,0.45817378,0.058600374,0.3805125,0.32796645,0.21200061,0.74768776,0.32702115,0.7621843,0.6004669,0.30290335
ENSG00000163462,0.02841943,0.003004098,0.0055555925,0.0020024402,0.007416552,0.034376957,0.002384343,0.023259345,0.023826588,0.00961079
ENSG00000185499,0.82831335,0.08765251,0.4662294,0.226184,0.17420664,0.7398108,0.42065793,0.50332934,0.33616248,0.39449498
ENSG00000231064,0.06674492,0.0010442731,0.0060081193,0.002845783,0.0031076467,0.037148666,0.0051467633,0.025443872,0.021119855,0.013633799
ENSG00000169231,0.023746343,0.0085235005,0.009336756,0.0018550989,0.0038171206,0.030279418,0.008712022,0.05239368,0.03319023,0.034348626
ENSG00000173171,0.15374357,0.06291759,0.035344608,0.024791509,0.06111353,0.039546475,0.034948293,0.049163576,0.019283284,0.21730916
ENSG00000177628,0.03505386,0.05911176,0.039548974,0.011012136,0.10806947,0.029774014,0.010957528,0.04533652,0.011450472,0.07824414
ENSG00000160767,0.029302206,0.0077802506,0.017203504,0.0058978936,0.012890802,0.022127066,0.0027660774,0.015071572,0.012633873,0.019422008
ENSG00000116521,0.17687532,0.05622732,0.05343383,0.06451421,0.20921384,0.20469905,0.09342453,0.037441533,0.035040867,0.07139303
ENSG00000176444,0.06860193,0.03080613,0.05554832,0.015806459,0.045931257,0.06363984,0.012429829,0.044160504,0.036053434,0.017656723
ENSG00000143630,0.07971159,0.002012644,0.07262678,0.009355172,0.007607229,0.4037486,0.014030936,0.51505697,0.29075643,0.20046137
ENSG00000143627,0.62049127,0.04573602,0.53365165,0.28328165,0.2147978,0.87471175,0.3424114,0.7624355,0.54204214,0.40739024
ENSG00000160752,0.33578843,0.083709426,0.15146099,0.121516764,0.3168633,0.17935818,0.11772357,0.07859742,0.07967334,0.112420484
ENSG00000225855,0.017587775,0.0024196464,0.020089332,0.0051882057,0.0034078336,0.16797777,0.0051720943,0.109200165,0.0649236,0.053371087
ENSG00000160753,0.084268644,0.022024876,0.045200583,0.013510641,0.026069691,0.13664173,0.026397297,0.021213347,0.0578633,0.07136859
ENSG00000116539,1.0893693,0.7693636,0.4970025,0.56507164,1.1661412,0.6068975,0.59782845,1.0052644,0.3700124,0.57103175
ENSG00000235919,0.007357798,0.023945471,0.023617212,0.023439206,0.015984096,0.034851648,0.015499188,0.0152656725,0.014970165,0.027138578
ENSG00000125459,0.07102447,0.015122999,0.014647786,0.026476523,0.0579128,0.051618986,0.01600691,0.019272627,0.023993773,0.017455827
ENSG00000163374,0.17539562,0.12706907,0.12539314,0.11004663,0.15876412,0.14128436,0.13397637,0.23491041,0.03024018,0.22458382
ENSG00000132676,0.2887485,0.2213142,0.1291066,0.27142438,0.1301778,0.2552891,0.20580319,0.16431913,0.08586604,0.36812472
ENSG00000116580,0.39059496,0.30975962,0.21762806,0.22444965,0.17675248,0.3555877,0.22616208,0.23811594,0.06965148,0.14386111
ENSG00000132718,1.5755587,0.04806537,0.076628,0.045189325,3.287502,0.1514891,0.045605984,0.18172763,0.07573846,0.054271474
ENSG00000143622,0.21356083,0.35086566,0.14939813,0.15251915,0.09148158,0.060421087,0.11716349,0.16491239,0.103217684,0.95860183
ENSG00000132680,0.26307538,0.14510207,0.12770787,0.11025154,0.13812715,0.112405084,0.112368084,0.065887526,0.2390698,0.21142454
ENSG00000116584,0.4568691,0.15837038,0.08490152,0.039401915,0.5198476,0.051662073,0.05160267,0.16254425,0.12144324,0.40424684
ENSG00000273002,0.37362197,0.02205047,0.43721122,0.16774914,0.112190574,0.7821921,0.2084407,0.6497958,0.3325001,0.3320092
ENSG00000163479,0.8519326,0.49651584,0.914876,1.2517743,0.24932769,0.8720473,0.9218951,0.23252511,0.7728801,1.008246
ENSG00000160803,0.1033249,0.01180835,0.0120229535,0.021899583,0.04711672,0.089488015,0.010047717,0.011315829,0.022116039,0.023200205
ENSG00000116586,0.36737466,0.23644356,0.07873994,0.10609402,0.08828371,0.12648831,0.13017944,0.08351993,0.0572075,0.41371316
ENSG00000254726,0.29295132,0.0016727382,0.0049439655,0.0016676764,0.0042908927,0.04376491,0.0020285735,0.013903055,0.013071526,0.0109921545
ENSG00000160789,0.56183,0.5627144,0.22388317,0.75769585,1.2487246,0.45577982,0.17106695,0.08984131,0.64402676,0.16982313
ENSG00000196189,0.014169948,0.06711153,0.014399457,0.058441427,0.038081996,0.0814247,0.033082202,0.10584296,0.061354596,0.23530775
ENSG00000160785,0.053435627,0.030900432,0.027896507,0.02639653,0.07129274,0.032120526,0.05781772,0.061381843,0.023351122,0.035487954
ENSG00000260238,0.46030763,0.008745794,0.6796746,0.09033518,0.042056594,0.44658247,0.16600174,0.6620799,0.4186191,0.46727386
ENSG00000160783,0.16025218,0.07587632,0.14401169,0.29386005,0.16720782,0.39998543,0.20227161,0.030158702,0.072207816,0.25727284
ENSG00000242252,0.334063,0.122256406,0.32697135,0.4405007,0.23705386,0.2951853,0.3532133,0.8336064,0.81316644,0.4148085
ENSG00000160781,0.1258837,0.0014057352,0.022853026,0.0033307439,0.44444814,0.020780217,0.0027124004,0.02369336,0.011358679,0.012466981
ENSG00000198952,0.116190195,0.05042895,0.06118031,0.026242249,0.11547776,0.04110343,0.055020228,0.034809742,0.0339217,0.19572069
ENSG00000163472,0.032419425,0.0026835701,0.034775898,0.006136896,0.007856923,0.24034347,0.014037382,0.20174083,0.08153297,0.08531071
ENSG00000198715,0.041980192,0.04281459,0.011797166,0.023641685,0.065871075,0.0201439,0.015467371,0.048093494,0.030055674,0.06862806
ENSG00000163468,0.8603606,0.32400918,0.334742,0.42753276,0.53694594,0.47763467,0.43584174,0.15090673,0.13103288,0.26181746
ENSG00000163467,0.007159099,0.004000253,0.011198169,0.009571695,0.0039348416,0.03540029,0.0075591337,0.02341491,0.035873868,0.011762181
ENSG00000237390,0.66943043,0.04440027,0.55016285,0.25168493,0.19752443,0.40633163,0.28798237,0.66749144,0.44418278,0.45789972
ENSG00000125462,1.8913102,0.0022524155,0.0053291786,0.0053412635,0.5404237,0.33031628,0.008628219,0.04348844,0.013526734,0.0093103545
ENSG00000236947,0.0079024695,0.008759588,0.008772672,0.001925876,0.021356596,0.036038518,0.007202699,0.053609934,0.037687276,0.04701693
ENSG00000116604,0.07312854,0.24189296,0.17734537,0.13245484,0.13867004,0.17671244,0.14621156,0.21124004,0.042574637,0.5369467
ENSG00000260460,0.16359983,0.0034850598,0.28411615,0.014687854,0.011664238,0.575835,0.024787907,0.40166402,0.26672727,0.24253926
ENSG00000183856,0.022896932,0.009289581,0.029497555,0.0031548718,0.0018646973,0.39942446,0.0051930635,0.21285626,0.13655813,0.094185315
ENSG00000187862,0.13918193,0.003166989,0.18028584,0.010366378,0.0033729053,0.42528385,0.06669517,0.4350244,0.20380153,0.21613571
ENSG00000163382,0.29707125,0.06346544,0.030362101,0.07644693,0.28875878,0.127434,0.09354359,0.04213777,0.062476777,0.094610915
ENSG00000160818,0.2692104,0.08969224,0.09979011,0.10906549,0.065153375,0.22306637,0.091431364,0.043187678,0.09356519,0.08981556
ENSG00000132702,0.028052315,0.0010120223,0.0112859495,0.004823235,1.0021825,0.054804284,0.0048075262,0.357861,0.027739776,0.029673843
ENSG00000272068,0.2999129,0.00835526,0.3079331,0.11878931,0.073108725,0.6688049,0.10665845,0.7530851,0.5039105,0.32056868
ENSG00000132692,0.8719988,0.00574303,0.10104636,0.011384752,0.02346212,2.051374,0.019382555,0.32353652,0.13480318,0.1896221
ENSG00000272405,0.26879406,0.013197575,0.57208574,0.12915826,0.05991845,0.67336905,0.21496259,0.5237098,0.50782835,0.48624164
ENSG00000132688,0.8924428,0.0033406927,0.029345894,0.004663365,0.04247165,1.8494154,0.007322841,0.17106129,0.07165234,0.103072174
ENSG00000237588,0.4576633,0.024542104,0.5234781,0.15759355,0.111202516,0.43957084,0.31647685,0.700873,0.30030698,0.4053304
ENSG00000143320,0.06338354,0.0073287734,0.038290896,0.002699781,0.0025859752,0.21218097,0.004994942,0.30904546,0.0960056,0.10545231
ENSG00000143319,0.101040736,0.24118347,0.12604102,0.16177802,0.06949839,0.18395337,0.1603215,0.07441508,0.08281752,0.2924859
ENSG00000143303,0.056281313,0.04285706,0.04327502,0.019743612,0.07061003,0.033237446,0.014561711,0.037160415,0.06213665,0.05183878
ENSG00000143314,0.15197618,0.062413346,0.017898822,0.02945356,0.216094,0.030287225,0.019698296,0.027204284,0.012649873,0.034734525
ENSG00000143321,0.24428365,0.08766988,0.067325406,0.10749997,0.17263222,0.14692464,0.092596106,0.047027018,0.032516096,0.2680388
ENSG00000143294,0.24669947,0.06852699,0.10360473,0.086919144,0.12707002,0.08721411,0.07158155,0.08019096,0.013294348,0.08641693
ENSG00000027869,0.011467648,0.015228399,0.3839255,0.28127718,0.001092069,0.42197776,0.23355472,0.013503561,0.051254693,0.009476056
ENSG00000198400,0.005549151,0.0016655274,0.012602043,0.008102558,0.0011209187,0.035965167,0.004154104,0.016846497,0.031103445,0.01189547
ENSG00000187800,0.6278139,0.036778904,0.29465228,0.29647732,0.121375635,0.98988634,0.36870387,0.63397616,0.5012042,0.38772494
ENSG00000132694,0.0963061,0.021014398,0.01016526,0.0019597071,0.031020306,0.031227773,0.0026782306,0.0819284,0.017342558,0.03155466
ENSG00000117036,0.06946752,0.4777046,0.2779762,0.20840822,0.07464702,0.043795813,0.18281375,0.18725778,0.18897882,0.8702372
ENSG00000143297,0.3923915,0.07985394,0.6256846,0.38572896,0.19238818,0.45395932,0.33504528,0.4795244,0.42784816,0.43142024
ENSG00000160856,0.01310251,0.0009922327,0.090000376,0.006038301,0.0013424312,0.33705902,0.016858071,0.13093135,0.08565957,0.04381668
ENSG00000227217,0.38137287,0.01326122,0.26714283,0.1255127,0.06258771,0.34568688,0.24990082,0.5086167,0.38416213,0.45748895
ENSG00000132704,0.0059476574,0.0059324666,0.017073113,0.0019888529,0.004850299,0.027214393,0.0032340433,0.026364034,0.016627379,0.010390509
ENSG00000163534,0.5148441,0.03482527,0.47534832,0.22887245,0.04016651,0.7041606,0.48512203,0.43269035,0.46771044,0.5541402
ENSG00000073754,0.36017567,0.029022558,0.396669,0.09348831,0.037306674,0.40908462,0.16624977,0.60991055,0.35398924,0.43407682
ENSG00000183853,0.088481344,0.00064443226,0.00501476,0.002025362,0.0014733066,0.020051911,0.0020439553,0.013442173,0.014533801,0.009254763
ENSG00000158473,0.0036889503,0.015121623,0.006230241,0.0018052971,0.0014332341,0.022421295,0.012516849,0.03177019,0.01624038,0.3066496
ENSG00000176320,0.4494261,0.10581023,0.58578545,0.4828576,0.22472909,0.8479117,0.53917575,0.400088,0.7628694,0.41308364
ENSG00000158481,0.3494502,0.018005911,0.5334085,0.2273093,0.07453536,0.5360478,0.20197213,0.33596298,0.54659784,0.4195613
ENSG00000163563,0.003812098,0.4239306,0.0088618025,0.003608917,0.016446011,0.025552435,0.27092913,0.14249173,0.054323778,1.6961495
ENSG00000163564,0.025324548,0.058565117,0.65908325,0.4176379,0.0016479376,0.5252869,0.7708964,0.019159442,0.14200862,0.01225811
ENSG00000163565,0.6014521,1.0132612,0.8502942,1.1423626,0.5555188,1.2411786,1.250869,1.0117688,0.24067064,0.8156203
ENSG00000163568,0.0064966865,0.0072069326,0.008956657,0.028731111,0.0016561659,0.119898334,0.018058246,0.073848985,0.0341175,0.03401747
ENSG00000162706,0.045200102,0.0008797431,0.017267918,0.002721781,0.002035355,0.23267435,0.0038061424,0.1718824,0.080363594,0.046929114
ENSG00000179639,0.008126721,0.01995832,0.015291586,0.0024221502,0.0026232977,0.12288357,0.0028164769,0.11499468,0.061149765,0.054788057
ENSG00000158716,0.008465017,0.084234476,0.034198713,0.08176171,0.057285797,0.14401297,0.06462512,0.013368521,0.032635804,0.32287273
ENSG00000181036,0.0029670945,0.0026648487,0.16185673,0.01134075,0.0013081034,0.016751833,0.049019955,0.012633807,0.02100467,0.00985114
ENSG00000158714,0.003741954,0.03387857,0.017270353,0.0034492873,0.002418199,0.034932863,0.0026091223,0.040199906,0.022752779,0.012295185
ENSG00000256029,0.6976474,0.22333688,0.48862463,0.36306036,0.21242817,0.7526438,0.45997527,0.80996853,0.77102554,0.43347403
ENSG00000243284,0.081578374,0.009212864,0.079051934,0.008579793,0.002995261,0.51308763,0.020833671,0.3454845,0.16790833,0.15711105
ENSG00000272668,0.47010857,0.0049749156,0.40382233,0.043720044,0.030924922,0.6254945,0.11636803,0.61394984,0.37371153,0.5133438
ENSG00000213085,0.05840649,0.0010459593,0.092925265,0.01949584,0.004824387,0.38117912,0.0063464926,0.34401366,0.16972768,0.17689286
ENSG00000158710,0.50505173,0.2648411,0.72397536,1.018151,0.17357072,0.95863044,0.4663091,0.05239923,0.2548506,1.8321444
ENSG00000162723,0.42242718,0.0103979865,0.43125632,0.089597106,0.017509094,0.70778435,0.0941256,0.3312042,0.47750065,0.59982234
ENSG00000224259,0.014753552,0.0024992214,0.030240433,0.014830725,0.006235821,0.26579565,0.0059489612,0.15877128,0.101654865,0.0846699
ENSG00000177807,0.11031086,0.0008148832,0.0067086234,0.0018003568,0.75643504,0.024154484,0.0031031463,0.044637777,0.012398781,0.010898267
ENSG00000143315,0.14028971,0.015185756,0.013632298,0.0066807154,0.1990596,0.051828742,0.011967588,0.110408455,0.014813475,0.057915304
ENSG00000225279,0.012962272,0.000602263,0.004652289,0.0017759753,0.011051049,0.019132627,0.0019716048,0.013225012,0.013473162,0.00774533
ENSG00000162728,0.0034768227,0.00092619954,0.0045384904,0.0018962461,0.084493086,0.016835362,0.0019942333,0.013498766,0.013794266,0.009461877
ENSG00000162729,0.16495618,0.010073718,0.018605273,0.028206619,0.6870514,0.02147549,0.040575996,0.04191166,0.012380006,0.0129991025
ENSG00000018625,0.3776166,0.00081926835,0.011575256,0.0020762172,0.0016282793,0.24086735,0.0027179667,0.08381163,0.053706795,0.037356988
ENSG00000132681,0.6361326,0.08107851,0.67247564,0.2907445,0.23083054,0.51325744,0.32038453,0.6032107,0.54171836,0.46971428
ENSG00000143318,0.4305002,0.032610152,0.57336956,0.2976396,0.11426591,0.76640356,0.4663387,0.71671736,0.3406109,0.4877672
ENSG00000227741,0.013655434,0.005508898,0.008372597,0.0023977375,0.002399966,0.055016465,0.0052952548,0.03751822,0.049918488,0.027796837
ENSG00000162734,0.6704856,0.30892158,0.03963228,0.05450047,0.78052676,0.08947502,0.022616828,0.16129054,0.15355933,0.1217598
ENSG00000132716,0.1490839,0.0819264,0.080736086,0.070880465,0.2111395,0.069639616,0.07821485,0.10637527,0.05522392,0.090182334
ENSG00000258465,0.0060183727,0.0023201462,0.015102721,0.0024277559,0.0068010692,0.029539265,0.0033266528,0.026378607,0.018511722,0.02178668
ENSG00000228606,0.380395,0.018862203,0.42182472,0.13661723,0.10543441,0.35581383,0.41255516,0.6743961,0.41568294,0.4796293
ENSG00000162735,0.10470752,0.028267236,0.007751332,0.033844616,0.1382054,0.066134885,0.036317203,0.0262914,0.046158142,0.036606815
ENSG00000122218,0.5958891,0.53436685,0.32580054,0.2883682,0.7434316,0.12394221,0.3261744,0.5608171,0.13639276,0.7529803
ENSG00000162736,0.20159946,0.10860434,0.059443057,0.038184196,0.15187052,0.06607182,0.02847939,0.058353826,0.032358196,0.20841967
ENSG00000171786,0.18929197,0.0024668898,0.26246652,0.013104837,0.012876508,0.6900832,0.03253632,0.41889235,0.25331718,0.3340567
ENSG00000162738,0.07331551,0.00059680274,0.00497633,0.0016520877,0.02263885,0.020045765,0.0021272888,0.013255238,0.013297534,0.010019169
ENSG00000162739,0.0075445427,0.011906507,0.1787976,0.19921279,0.0030278342,0.07748098,0.20789269,0.030263383,0.06907796,0.009743278
ENSG00000234425,0.18150054,0.0061282585,0.14734182,0.017710883,0.007136498,0.43067807,0.06648554,0.38119414,0.32271433,0.41294163
ENSG00000066294,0.006975572,1.2732266,0.05078288,0.18614714,0.035454314,0.4589192,0.2650882,1.315203,0.23954633,0.122833066
ENSG00000117090,0.009853752,0.015315703,0.007433964,0.21642043,0.0014745292,0.48402178,0.14824307,0.014579026,0.09188158,0.029699093
ENSG00000228863,0.010581708,0.0038060362,0.015297484,0.0058882143,0.0043446147,0.17453013,0.008820928,0.04825065,0.037600923,0.022725856
ENSG00000117091,0.049141478,0.12597987,1.0260969,1.6444124,0.0067271637,1.2015034,1.6799213,0.012519818,0.36145455,1.8833168
ENSG00000026751,0.0074469987,0.023264155,0.16461071,0.035163313,0.0038108989,0.021158542,0.18552153,0.019538507,0.06771327,0.0182682
ENSG00000122224,0.005056628,0.010620959,0.06960946,0.08190254,0.0012529606,0.13562353,0.14868534,0.01118534,0.03725121,0.016726386
ENSG00000122223,0.003194008,0.004163836,0.11343627,0.009762352,0.0018180193,0.020256016,0.03706644,0.01403465,0.015575754,0.09095764
ENSG00000158769,0.03278113,0.054323353,0.05223804,0.028215954,0.0027673184,0.051665273,0.035562817,0.07708357,0.047861993,0.15137357
ENSG00000270149,0.2955687,0.007118813,0.3518758,0.077470556,0.022775203,0.7686087,0.19542412,0.6085905,0.5037881,0.64524674
ENSG00000215845,0.35333642,0.045100704,0.37732396,0.36372358,0.0029029152,0.4689525,0.30357584,0.018873597,0.099000424,0.048333243
ENSG00000158773,0.13436137,0.07363185,0.019671133,0.055552755,0.04993149,0.028592784,0.040180963,0.061336786,0.06213432,0.116007224
ENSG00000186517,0.0067680613,0.17125621,0.2904966,0.18737312,0.0065484582,0.29827273,0.2505667,0.23066024,0.067596845,0.5437412
ENSG00000162755,0.041445192,0.00072315184,0.026505463,0.0028662542,0.01754325,0.3927681,0.004093821,0.16823325,0.07576945,0.070546634
ENSG00000143256,0.59303373,0.43895516,0.14218391,0.33363238,0.7046367,0.49626318,0.22051279,0.18797384,0.29269084,0.689829
ENSG00000158793,0.061423622,0.05150007,0.03152046,0.028208166,0.06551578,0.045518044,0.016521959,0.08370413,0.033269208,0.07696826
ENSG00000158796,0.072672814,0.054311324,0.030039236,0.040582966,0.07984051,0.05492873,0.058621928,0.06419801,0.036861822,0.1137609
ENSG00000143222,0.5817309,0.29745737,0.48523888,0.48317808,0.3042032,0.382023,0.31202406,0.16941613,0.15502664,0.57150257
ENSG00000224985,0.027500432,0.001216312,0.052148774,0.010460677,0.008064013,0.42854416,0.015650732,0.24969746,0.21696945,0.120647
ENSG00000143258,0.03508008,0.002836407,0.007569826,0.0128103625,0.03434373,0.04051089,0.014044026,0.014326279,0.026724765,0.018571896
ENSG00000143224,0.06997465,0.016087402,0.015629731,0.013487811,0.041087646,0.03235208,0.014908943,0.026283981,0.012764312,0.0109166745
ENSG00000158850,0.0864187,0.038544197,0.04807592,0.050252512,0.05272582,0.032444604,0.043993514,0.03653553,0.0684482,0.07142526
ENSG00000158859,0.012995732,0.00509063,0.005221628,0.0017892349,1.0588604,0.018418966,0.002128984,0.06469282,0.013226661,0.010439374
ENSG00000158864,0.41763505,0.15557279,0.11688698,0.07920353,0.3817228,0.12640505,0.070860736,0.10331523,0.03189626,0.27533457
ENSG00000158869,0.009673304,0.8409261,1.4282925,0.19483536,0.45349547,0.05449026,1.2475686,0.6375018,0.13288498,2.1409817
ENSG00000158882,0.051962994,0.05401142,0.006780259,0.004988633,0.02225044,0.026810756,0.012212548,0.030262098,0.016004745,0.14426081
ENSG00000143257,0.0073130885,0.0037803454,0.0082299765,0.002020354,0.0043885643,0.051080175,0.0028064516,0.029854363,0.026074726,0.02494917
ENSG00000248485,0.2777242,0.015000934,0.50133055,0.18666711,0.10919652,0.5026499,0.22397104,0.6542353,0.45396677,0.36159948
ENSG00000158887,0.010575068,0.00429055,0.030415425,0.011944132,0.007064629,0.23932673,0.008599406,0.2394965,0.089223355,0.05885476
ENSG00000143252,0.34939998,0.20525862,0.09046136,0.14996165,0.30247548,0.16406572,0.1196819,0.20437236,0.030373735,0.3046648
ENSG00000283696,0.012902383,0.007914902,0.01402123,0.0032182145,0.0041435836,0.026177915,0.005892104,0.09767573,0.017113466,0.021639222
ENSG00000283360,0.028965179,0.0018423584,0.022927014,0.002872499,0.0016188197,0.3220407,0.0073875245,0.17473018,0.07408573,0.05634394
ENSG00000143226,0.0072632255,1.1983153,0.07083377,0.0021168853,0.14223407,0.025073225,0.06437529,0.8195928,0.026262851,0.83528787
ENSG00000173110,3.7826812,5.8076096,6.245286,4.6159706,1.580151,1.2777785,1.6444573,3.5301375,1.6592735,0.22553775
ENSG00000203747,0.004879522,1.759273,0.78944993,0.035248242,0.08523498,0.038682107,0.04011333,1.118467,0.027098762,0.14572868
ENSG00000162747,0.014417359,0.006354271,0.04221959,0.003512216,0.0020485504,0.23283732,0.0042094463,0.14651938,0.11727978,0.086731926
ENSG00000072694,0.004124192,0.12140906,0.030573893,0.0031153872,0.004927376,0.040936045,0.006109663,0.023309609,0.05230531,0.08646661
ENSG00000132185,0.25857437,0.017325252,0.44305193,0.23237701,0.07212241,0.6687039,0.303691,0.6242293,0.29196793,0.39687246
ENSG00000162746,0.017889628,0.0012357977,0.019296419,0.0056422004,0.0023378064,0.027444093,0.0024752833,0.032238264,0.016685303,0.010582498
ENSG00000081721,0.17357923,0.04323438,0.05060685,0.06387887,0.060934536,0.095819175,0.04891527,0.056159865,0.046085857,0.040567905
ENSG00000226889,0.0042273146,0.01307314,0.005112547,0.0025929874,0.0016157308,0.01734228,0.0031821665,0.021563275,0.01407827,0.008832671
ENSG00000118217,0.22277139,0.794727,0.19278224,0.12796731,0.23423874,0.23174854,0.088754736,1.0408763,0.16980465,0.5143508
ENSG00000162745,0.011705886,0.064375,0.007166425,0.0016852457,0.004099805,0.02258841,0.0020299137,0.10888857,0.020094303,0.011700459
ENSG00000198929,0.30317175,0.0024040204,0.008709921,0.0020406202,0.016168173,0.14057672,0.0027436626,0.053756982,0.049387213,0.015597508
ENSG00000239887,0.080228284,0.0014839176,0.006610767,0.0019412892,0.0023173809,0.043512132,0.002462342,0.025418526,0.021082062,0.014875477
ENSG00000198574,0.005753016,0.0006297751,0.2878969,0.01777717,0.0012373476,0.030513683,0.002395632,0.01662069,0.016320052,0.009786117
ENSG00000152332,0.29518872,0.21705763,0.22975978,0.22743817,0.23596264,0.24706441,0.23909035,0.21795641,0.14805308,0.2798623
